comment,date,sentiment,Positivo,Negativo,Neutro
Trump's speech has no substance whatsoever. I don't think he fully realizes what he has gotten himself into yet,2016-11-09T19:08:38Z,-1,0,1,0
his son looks like a fucking tool bag,2016-11-09T19:08:27Z,-1,0,1,0
"And that, dear America, is why the whole world thinks you guys are superficial and dishonest. Talking, talking and talking.... lying  and insulting. Then within a second you play peace. You have no backbone",2016-11-09T19:08:25Z,0,0,0,1
fuck this..,2016-11-09T19:08:24Z,-1,0,1,0
"I am thinking to move to USA, now. With that guy in-charge!",2016-11-09T19:08:21Z,-1,0,1,0
ok now we just need to send hillary to prison,2016-11-09T19:08:11Z,1,1,0,0
"Poor those people who choose Trump. They can't even see the true - in real. They want all the things become new from a guy who has never know about the politics before. So? Let me ask you something.. Have you ever let your child who is only 2 or 3 years old decided all the things in your house? Which house is best to buy? How to built? How to put things around? Because you think you have tried to choose house again and again but it's not good for your family????I was hoping very much about the result of America president, but it made me shocked still.. It proves me know that you just need to be satisfied everybody in your country then you can become the president no matter who you are or how much you know about politics :/ It takes long time for sure to accept the truth.. Just can't understand what you guys were thinking at the moment you gave him the chance to be the president :/",2016-11-09T19:08:02Z,1,1,0,0
what a wonderfu man & family...........god bless The Donald...............,2016-11-09T19:07:43Z,1,1,0,0
We're all gonna die...,2016-11-09T19:07:32Z,-1,0,1,0
"""We will get along with all nations - that are willing to get along with us"" Thems fightin words, Mr. Trump.",2016-11-09T19:07:23Z,1,1,0,0
His poor son seems like he's trying so hard not to fall asleep. Poor kid,2016-11-09T19:07:15Z,-1,0,1,0
couldn't stop looking at the kid :D,2016-11-09T19:07:10Z,-1,0,1,0
this just proves how half of the country are close-minded racists.,2016-11-09T19:06:50Z,0,0,0,1
"Regardless of what you believe, he was elected president. Now we all gotta come together and hope he does good. America can't keep itself divided by beliefs. Respect each other and work together to find a common ground. America an only collapse from the inside",2016-11-09T19:06:48Z,-1,0,1,0
8:58 & 9:14 look at Donald trumps son face 🕴,2016-11-09T19:05:52Z,0,0,0,1
"Anyone just start starring at that little kid, like 🤔",2016-11-09T19:05:46Z,1,1,0,0
No god bless america? lol,2016-11-09T19:05:44Z,1,1,0,0
The kid on his left is so awkward and looks extremely nervous.,2016-11-09T19:05:36Z,-1,0,1,0
"all liberals, blm retards, sjw whores are in tears now, sweet sweet cups of liberal tears, this moment is epic

keep on raging retards

TRUMP2016MAGA#

BUILD THAT BEAUTIFUL WALL",2016-11-09T19:05:27Z,1,1,0,0
"I didn't vote for you Trump, but your my President and I hope you make us proud.  I truly hope you can bring us together.",2016-11-09T19:05:02Z,1,1,0,0
Dumb people... I see dumb people..,2016-11-09T19:04:56Z,-1,0,1,0
This s*** feels like a TV show,2016-11-09T19:04:53Z,-1,0,1,0
poor kid looks like he's been through hell,2016-11-09T19:04:52Z,-1,0,1,0
Soon enough you'll all be sorry.,2016-11-09T19:04:38Z,-1,0,1,0
I love the comments here.,2016-11-09T19:04:25Z,1,1,0,0
"lock her the fuck up, so she cant lie and backstab and fuck up america anymore, and also not run for president in 2020 again, she would just loose again anyways,but the fucking hassle am i right. SO LOCK HERR THE FUCK UP.",2016-11-09T19:04:23Z,-1,0,1,0
"People need to understand that Trump stepped out of his comfortable billionaire lifestyle and put himself in front of the entire world. Hell, he is downgrading when he moves from Trump tower to the white house. He realizes that he is putting both himself and his family's lives in potential danger seeing all of the hatred people have towards him due to the twisted media. Why would he risk all of this? I truly believe he will make America Great Again and I have never been so excited for what's to come in our great country.",2016-11-09T19:04:19Z,1,1,0,0
He talks about rebuilding but that requires money and too get that money requires tax increases for everyone I will be amazed if things get better. Obama said he would make things better but it was the opposite hope trump can do something without going crazy and killing us.,2016-11-09T19:04:16Z,-1,0,1,0
"Good job Trumpy boy don't fail us now, you promised a lot, you'd better deliver.",2016-11-09T19:04:15Z,1,1,0,0
R.I.P NWO-DAESH-GLOBALIZATION-ZIONISM,2016-11-09T19:04:09Z,-1,0,1,0
Watch his son from 12:20. He couldn't give enough fucks to clap properly for him hahahaha… yeah but in all seriousness world war 3 here we come,2016-11-09T19:03:57Z,1,1,0,0
#PrayersforAmerica,2016-11-09T19:03:56Z,0,0,0,1
is america great yet? america by far has the best system. where someone can lose by 205k votes yet still be the winner lol. a lesson here kids every vote doesnt count so next time like me just dont even bother voting because 205k peoples votes this year didnt mean shit. and whats with his son being in the frame? no women allowed just the son he diddles? look how uncomfortable this kid is every time trump raises his hand the kid flinches like hes expecting to get hit rofl,2016-11-09T19:03:40Z,0,0,0,1
"Your imaginary God had nothing to do with it Pence, it was the American people begging for a few more crumbs your kind will dish out to us.",2016-11-09T19:03:28Z,-1,0,1,0
I was not really paying any attention what trump was saying . I was just looking at the boy right beside him and I was just thinking when he was going to pass out .,2016-11-09T19:03:25Z,0,0,0,1
"Lara, Vanessa, unbelievable job....Thank you!.....",2016-11-09T19:03:23Z,1,1,0,0
I can't believe they seriously played that song....that's fucked up,2016-11-09T19:03:22Z,-1,0,1,0
his boy looks bored AF 😂,2016-11-09T19:03:07Z,-1,0,1,0
Fallout is true after all! :O,2016-11-09T19:02:56Z,1,1,0,0
"This is so unbelievably sad! Literally a group of the dumbest most ignorant and disgusting people i have ever seen. I sincerely feel sorry for ever american who has a shred of morality and intelligence - this man will destroy everything that makes your country great! This is a perfect illustration of everything wrong with the world. God help you america because you're going to need it!

Thank fucking god i live in Canada!",2016-11-09T19:02:50Z,-1,0,1,0
"what`s wrong with the boy. like seriously! Is he sick or just disgusted by the words of this orange fake, racist, not experienced politician and just through and though not human liar. I apologise, 45th president of the US",2016-11-09T19:02:44Z,-1,0,1,0
"this feels good,",2016-11-09T19:02:37Z,-1,0,1,0
guys this is fine. this means the chance of kanye west running for president in 2020 and winning it is really big now. Thank you trump. the dream where everyone gets free yeezy boost is brought closer. I welcome our 2020 kanye overlords.,2016-11-09T19:02:24Z,1,1,0,0
"This comment section is such fucking cancer.... 
*Trump will lead this country to greatness. USA USA USA!!*",2016-11-09T19:02:15Z,1,1,0,0
"Trumps son was so awkward and shy the entire speech, I couldn't look away from the guy heh",2016-11-09T19:02:13Z,0,0,0,1
And I congratulated her on the one way ticket to jail she is about to get,2016-11-09T19:02:09Z,0,0,0,1
it can't be real IT CANT BE REAL!. . . . . . . . .its real. . . . i need to go lay down in the corner some where. . . .,2016-11-09T19:02:03Z,-1,0,1,0
Lol the music 🎶,2016-11-09T19:02:01Z,1,1,0,0
"The Pepe has given us victory, your tears quench our thirst, the God-Emperor has finally come and the great crusade will soon begin. Kill the Mutant, burn the Heretic, purge the Unclean!",2016-11-09T19:01:41Z,-1,0,1,0
Thank you god!,2016-11-09T19:01:35Z,1,1,0,0
William Edward schlegel111home business owner,2016-11-09T19:01:12Z,1,1,0,0
orange is the new black hahaha,2016-11-09T19:01:10Z,1,1,0,0
I like how disgusted and bored Trump's son reacted to his father's speech :D,2016-11-09T19:01:08Z,-1,0,1,0
Very very happy!  Trump embodied the true meaning of what it means to be an American. He had a dream and he saw it through. Congratulations to all of his supporters and to all the patriots.,2016-11-09T19:01:08Z,1,1,0,0
EPIC triumph over tyranny ! congratulations my friends !!!! it is a big day today !,2016-11-09T19:00:58Z,1,1,0,0
"Watch out, Donald😂 your enemies are watching!",2016-11-09T19:00:52Z,1,1,0,0
"Already looking forward to see the Documentary called  ""The Assassination of Donald Trump""",2016-11-09T19:00:49Z,-1,0,1,0
"Congratulations on being elected the President of the United States of America, President Donald Trump.",2016-11-09T19:00:35Z,1,1,0,0
"Jesus , I feel like im watching the beginning of the end.",2016-11-09T19:00:25Z,-1,0,1,0
"is that trumps son? he looks like hes having a major panic attack,or hes on a drug of some kind? his eyes are going ropey ,plus his body language is very un comfortable looking ...",2016-11-09T19:00:25Z,1,1,0,0
Remember those time when we joke around about trump running for president that it was all a prank. Wtf happened to those times?,2016-11-09T19:00:17Z,-1,0,1,0
There will be an American civil war AGAIN just watch someone's gonna pop off with some racist ignorant shit from either side and riots and fades will pop off all over the country,2016-11-09T19:00:11Z,-1,0,1,0
"Wow.  He's a total nincompoop!  Non Compus Mentis!  Now will all you who voted for him PLEASE stop the hating?  I will if you will!  It's absolutely sickening to read the inane commentary spewing from your poisoned pens.  And penises.  Get over yourselves, the country split almost exactly 50-50 with regard to these two fools.  Unconstitutional promises will be impossible to keep, we shall all learn that, like as not.  So go back to your caves and leave your leader to work his magic by himself for a while.  You'll be glad you did.",2016-11-09T19:00:06Z,0,0,0,1
USA,2016-11-09T19:00:05Z,0,0,0,1
we are all fucked,2016-11-09T18:59:57Z,-1,0,1,0
"WW3? Yeah we undefeated, so bring that shit on :D",2016-11-09T18:59:51Z,1,1,0,0
"You one lucky guy, i bet you wont be in the office more then 4 years",2016-11-09T18:59:35Z,-1,0,1,0
TY YOU pence FOR ASKING FOR GOD BLESSINGS AND INCLUDING HIM BACK IN America,2016-11-09T18:59:29Z,1,1,0,0
Theme from Air Force One was nice to hear and fitting!,2016-11-09T18:59:25Z,1,1,0,0
God Bless Donald Trump! God Bless America! Congratulations from Finland/Sweden!,2016-11-09T18:59:12Z,1,1,0,0
I'm so disgusted how the fuck did this happen. White supremacy is real.,2016-11-09T18:59:09Z,-1,0,1,0
We are fucked !!!,2016-11-09T18:58:51Z,-1,0,1,0
The way he made his family walk behind him. even though they were odd in numbers.,2016-11-09T18:58:39Z,-1,0,1,0
OMG that boy is so cute,2016-11-09T18:58:26Z,1,1,0,0
World is changing.Brexit and now this. Post WW2 this is most divisive  thing happened. The Developing world must resist developed world's economic bullyism.,2016-11-09T18:58:18Z,0,0,0,1
how many fucking times is he gonna say unbelievable??,2016-11-09T18:58:17Z,-1,0,1,0
Vice President can't even talk!😂 he looks like a leader of confederate,2016-11-09T18:58:13Z,-1,0,1,0
Barron looks autistic as fuck.,2016-11-09T18:58:13Z,-1,0,1,0
"---Wow, a VP with a working intellect, who can speak. Thank you America!",2016-11-09T18:58:11Z,1,1,0,0
Bro this crowd is so rude they keep talking while he's making his speech,2016-11-09T18:57:46Z,-1,0,1,0
We're so screwed.,2016-11-09T18:57:36Z,-1,0,1,0
I clicked on this video hoping that it wouldn't be as bad as I thought. I wanted to throw up in the first three seconds. We really are doomed.,2016-11-09T18:57:21Z,-1,0,1,0
"All I'm seeing in these comments is the lack of education from trump supporters...I get that this is what the country voted for and we will have to accept this, but if the change that comes with this presidency is hate-filled and ignorant then I will not support him.",2016-11-09T18:57:02Z,-1,0,1,0
"Currently crying.
The wall is coming.",2016-11-09T18:57:02Z,-1,0,1,0
Hey guys look at 0:47 LOL,2016-11-09T18:57:00Z,1,1,0,0
FUCK DONALD TRUMP,2016-11-09T18:56:55Z,-1,0,1,0
"If this is not the American Dream, I don't know what else would be considered. Think about it the whole country against you, telling you that you cant and wont win. Just to wake up the next day and give them a big **** you and have the totally different outcome! HE WON! He pulled through, have we the people forgotten what it means to be American? The Underdog will always have the upperhand in this country, which is why we are the greatest country on this planet and people want to move here. Whether they want to admit it or not!

God Bless America, and she put the B back in Bless

MAGA",2016-11-09T18:56:53Z,1,1,0,0
Every single person at this speech is a waste of oxygen. ALLAHU AKBAR!!,2016-11-09T18:56:43Z,-1,0,1,0
"Is that a real speech ? There's nothing ! ""Thank you bob, thank you brad, thank you vanessa, etc."" Seriously ?",2016-11-09T18:56:36Z,1,1,0,0
from 20:15-20:30 his kid was rolling his eyes 😒😒 lol he didn't care what his dad has to say 😂😂😂,2016-11-09T18:56:22Z,1,1,0,0
"America, hold this L",2016-11-09T18:56:09Z,1,1,0,0
Wtf is wrong with that kid... Lmfao,2016-11-09T18:56:07Z,-1,0,1,0
I love it!!!!!! #maga,2016-11-09T18:56:06Z,1,1,0,0
those people look like they cocksucked him so much,2016-11-09T18:56:03Z,-1,0,1,0
He made Pence look like a lil bitch,2016-11-09T18:56:02Z,1,1,0,0
"What's worst

9/11
11/9",2016-11-09T18:55:41Z,0,0,0,1
Poor boy trying to fend off an anxiety attack,2016-11-09T18:55:23Z,-1,0,1,0
Trump is an asshole,2016-11-09T18:55:22Z,-1,0,1,0
"1st 90 days
 1. repeal Obamacare  and replace it with Healthcare and insurance choice

2. Replace the present income tax with the fair tax or at least a marginal flat tax.

3. balance the budget

4 build the wall

and you've already earned a 2nd term.",2016-11-09T18:55:19Z,-1,0,1,0
